month,rule,delay,trades,pnl_usd,capital_usd,in_play_share,scope
2025-12,z,5,1127,2070.0241048804296,27831.188506855447,0.6441881100266194,basketball
2025-12,z,30,1116,810.6973196193582,27667.456661247747,0.6326164874551972,basketball
2025-12,random,0,1511,3555.6860139923474,29292.522370636507,0.02183984116479153,basketball
2025-12,random,5,1452,3409.51794148382,29158.75959678282,0.01997245179063361,basketball
2025-12,random,30,1467,3423.28457820588,29047.772164903312,0.023858214042263123,basketball
2026-01,z,0,992,807.8655515100792,19286.77136785008,0.5745967741935484,basketball
2026-01,z,5,968,139.62933048727098,19677.772010449095,0.5743801652892562,basketball
2026-01,z,30,950,963.478118928477,19701.46486765708,0.5663157894736842,basketball
2026-01,random,0,902,-989.0878569406726,22926.449687472414,0.4911308203991131,basketball
2026-01,random,5,905,356.70169881399534,22283.941342601735,0.48287292817679556,basketball
2026-01,random,30,893,-807.0288782754182,21593.615819071398,0.4916013437849944,basketball
2026-02,z,0,668,-642.7852963490338,17559.233819952482,0.7275449101796407,basketball
2026-02,z,5,653,-1415.318651157519,17569.8442312439,0.7243491577335375,basketball
2026-02,z,30,659,-1129.347401209011,16632.71423356435,0.7314112291350531,basketball
2026-02,random,0,913,1228.283249471701,24688.35926021982,0.6900328587075575,basketball
2026-02,random,5,901,876.2249045714914,25399.09994167893,0.6881243063263041,basketball
