side,threshold,sport,period,signals,bets,avg_price,won_pct,edge_pts,roi,ci_lo,ci_hi,pnl_usd,in_play_share
underdog <= 40%,0.6,other,dev,87,76,0.2650649597819306,0.14473684132099152,-0.1203281184609391,-0.5707901709282873,-0.9265282659288298,-0.08516384548425451,-838.2610383306047,0.5921052631578947
underdog <= 40%,0.6,other,holdout,29,29,0.1379392621075285,0.17241379618644714,0.03447453407891865,-0.2823137274048236,-0.9670158247808825,0.7472026171471878,-138.47729592361614,1.0
underdog <= 40%,0.6,other,all,116,105,0.229954052805191,0.15238095819950104,-0.07757309460568995,-0.4985632700037354,-0.8623169310006852,-0.0397277155449362,-976.7383342542208,0.7047619047619048
underdog <= 40%,0.6,ALL,dev,17969,17040,0.28276740964579977,0.2735328674316406,-0.009234542214159147,-0.015429410573903008,-0.06018582421454002,0.028091242572941044,-6021.089847085968,0.6931338028169014
underdog <= 40%,0.6,ALL,holdout,7122,6855,0.27352759816950795,0.2676878273487091,-0.00583977082079884,-0.029233387934967034,-0.1089372838205603,0.056898166294060366,-4415.575780615777,0.8164843180160467
underdog <= 40%,0.6,ALL,all,25091,23895,0.28011669160143987,0.27185603976249695,-0.008260651838942923,-0.0192814458818231,-0.0574383018706231,0.01888318530487455,-10436.665627701746,0.7285206110064867
favorite >= 70%,0.7,tennis,dev,3423,3346,0.7841201489173362,0.7966228127479553,0.012502663830619154,0.0066047020045146105,-0.0207680823896517,0.03145788646796661,682.1009721285284,0.9067543335325762
favorite >= 70%,0.7,tennis,holdout,2576,2526,0.779111695774519,0.7701900005340576,-0.00892169524046138,-0.021006737025423074,-0.05340529819067766,0.009313387751376712,-1737.2097897784117,0.9144893111638955
favorite >= 70%,0.7,tennis,all,5999,5872,0.781965627010191,0.785252034664154,0.0032864076539630416,-0.005673457664040627,-0.027000201662219205,0.013635493450762667,-1055.1088176498843,0.9100817438692098
favorite >= 70%,0.7,esports,dev,2618,2544,0.7595703277572896,0.7613993883132935,0.0018290605560038475,-0.019095686189873416,-0.05154324460076273,0.01217788433462334,-1916.519125657028,0.7818396226415094
favorite >= 70%,0.7,esports,holdout,1329,1303,0.7507022309102009,0.7459708452224731,-0.004731385687727796,-0.028366464262262622,-0.074703371547801,0.012370425398801736,-1356.6229578033276,0.8119723714504988
favorite >= 70%,0.7,esports,all,3947,3847,0.7565666547155021,0.7561736702919006,-0.00039298442360147234,-0.02208763771538515,-0.04742382296693044,0.003287163045357856,-3273.142083460355,0.7920457499350143
favorite >= 70%,0.7,basketball,dev,2668,2606,0.7631741726938249,0.7599769830703735,-0.003197189623451391,-0.02158216694629563,-0.052798808931836624,0.011868875030605111,-2181.046950609614,0.6511895625479662
favorite >= 70%,0.7,basketball,holdout,153,151,0.7718012668439095,0.7947019934654236,0.0229007266215141,0.016912835470879805,-0.11212194093280436,0.13608537215837768,84.25306092875002,0.8874172185430463
favorite >= 70%,0.7,basketball,all,2821,2757,0.7636466758554726,0.7618788480758667,-0.001767827779605935,-0.01977371816767999,-0.05048829026623296,0.011416239262154524,-2096.793889680864,0.6641276750090678
favorite >= 70%,0.7,american_football,dev,792,724,0.7504221224406148,0.7493094205856323,-0.0011127018549824674,-0.006396382741082005,-0.06808934893797906,0.05234693887324978,-198.03482199120185,0.6629834254143646
favorite >= 70%,0.7,american_football,holdout,104,100,0.7626515090465545,0.7149999737739563,-0.047651535272598244,-0.02173693298853879,-0.2047495860348285,0.14673881207538433,-71.18319232239698,0.89
favorite >= 70%,0.7,american_football,all,896,824,0.7519062713005589,0.7451456189155579,-0.006760652385001009,-0.007863778615010336,-0.06674155915677067,0.04745562513331996,-269.2180143135989,0.6905339805825242
favorite >= 70%,0.7,soccer,dev,3671,3298,0.7902790652017582,0.7841115593910217,-0.00616750581073644,-0.018738919291993093,-0.04715789810572376,0.009942774682713318,-1748.2902258433091,0.739842328684051
favorite >= 70%,0.7,soccer,holdout,1651,1483,0.788251926287235,0.7821982502937317,-0.00605367599350326,-0.002334062507360708,-0.040908398663394185,0.03560716097056278,-112.74949879981656,0.8509777478084963
favorite >= 70%,0.7,soccer,all,5322,4781,0.7896502747792027,0.7835180759429932,-0.006132198836209524,-0.01314262039911955,-0.03569120294151017,0.009171041510140823,-1861.0397246431253,0.7743149968625811
favorite >= 70%,0.7,cricket,dev,264,258,0.7913411986227183,0.7655038833618164,-0.02583731526090194,-0.06857834116706943,-0.15943012861978262,0.01826246459261143,-825.9829378729975,0.9069767441860465
favorite >= 70%,0.7,cricket,holdout,115,115,0.8121276140213013,0.865217387676239,0.05308977365493772,0.10878397303153658,0.01838872030733792,0.18242583825016306,548.0832694620153,0.9739130434782609
favorite >= 70%,0.7,cricket,all,379,373,0.7977498789734879,0.7962466478347778,-0.0015032311387100927,-0.016267955471022028,-0.08501507298151843,0.04996935800512903,-277.8996684109821,0.9276139410187667
favorite >= 70%,0.7,baseball,dev,2401,2374,0.7407109083603085,0.7384161949157715,-0.002294713444537022,0.010036487607810757,-0.0242910211363534,0.04614317843173409,829.9228049980618,0.964195450716091
favorite >= 70%,0.7,baseball,holdout,969,964,0.7344352705906536,0.7427386045455933,0.008303333954939651,-0.01214604160237272,-0.08364840985028126,0.05567945205401487,-239.01468628452346,0.9730290456431535
favorite >= 70%,0.7,baseball,all,3370,3338,0.7388985312452854,0.7396644949913025,0.0007659637460171176,0.005772336601535166,-0.02798348187475954,0.03606821553081324,590.9081187135378,0.9667465548232475
favorite >= 70%,0.7,mma_boxing,dev,281,244,0.7502539359399529,0.743852436542511,-0.006401499397441945,-0.004842453660047613,-0.1096986401345595,0.09516560297295008,-44.78860047161936,0.9098360655737705
favorite >= 70%,0.7,mma_boxing,holdout,113,107,0.7580072968919701,0.7663551568984985,0.00834786000652843,0.02704584946374805,-0.11928161722303278,0.15048347180108534,123.75827270660498,0.9158878504672897
favorite >= 70%,0.7,mma_boxing,all,394,351,0.7526174961162089,0.7507122755050659,-0.0019052206111429548,0.005712082319450638,-0.07721580158057469,0.08113072799961275,78.9696722349857,0.9116809116809117
favorite >= 70%,0.7,hockey,dev,1524,1494,0.7367631271282034,0.7349397540092468,-0.0018233731189565283,0.006945075344590144,-0.039686937893605785,0.04988635295703773,303.5706852322719,0.92904953145917
favorite >= 70%,0.7,hockey,all,1524,1494,0.7367631271282034,0.7349397540092468,-0.0018233731189565283,0.006945075344590144,-0.039686937893605785,0.04988635295703773,303.5706852322719,0.92904953145917
favorite >= 70%,0.7,other,dev,87,73,0.7885836191373329,0.8630136847496033,0.07443006561227039,0.1679077304215812,0.06477961937464503,0.2465050326849919,403.18814307471894,0.726027397260274
favorite >= 70%,0.7,other,all,110,96,0.7943364625486234,0.8333333134651184,0.03899685091649496,0.14457197229840668,0.05638938960984798,0.21801340057611293,456.19244836499405,0.7916666666666666
favorite >= 70%,0.7,ALL,dev,17729,16961,0.7663732799954251,0.7667295336723328,0.0003562536769076141,-0.008109626074815465,-0.02016360215310555,0.004308550974766229,-4695.880057012188,0.8151642002240433
favorite >= 70%,0.7,ALL,holdout,7033,6772,0.7692221873481107,0.7654311656951904,-0.0037910216529202234,-0.012470215078591468,-0.03248151742012579,0.0073566871127242065,-2707.681216600831,0.8895451860602481
favorite >= 70%,0.7,ALL,all,24762,23733,0.7671861903140695,0.7663590908050537,-0.0008270995090158273,-0.009298830133551454,-0.019188877261558646,0.001190718257987566,-7403.561273613019,0.836388151518982
underdog <= 30%,0.7,tennis,dev,3490,3438,0.20944492760583824,0.1890634149312973,-0.02038151267454094,-0.052982894041252976,-0.19483176799679736,0.12358938211935777,-2954.9324833842456,0.9173938336242001
underdog <= 30%,0.7,tennis,holdout,2601,2559,0.21359771702501554,0.21277843415737152,-0.0008192828676440167,-0.09489026173282196,-0.2250708207493291,0.04741448859256531,-5069.267389944773,0.9277061352090661
underdog <= 30%,0.7,tennis,all,6091,5997,0.2112169783184737,0.19918292760849,-0.012034050709983701,-0.07348581352314444,-0.1768094936968448,0.03466133516606541,-8024.19987332902,0.9217942304485576
underdog <= 30%,0.7,esports,dev,2682,2611,0.23273746351631552,0.21141324937343597,-0.02132421414287955,-0.08436994882348438,-0.22226987363929185,0.056882294882502606,-4713.918896330937,0.8146304098046725
underdog <= 30%,0.7,esports,holdout,1354,1337,0.23924530934693575,0.22999252378940582,-0.009252785557529924,-0.03694266990030281,-0.21093667340375807,0.12828099429187695,-996.1670603942805,0.8339566192969334
underdog <= 30%,0.7,esports,all,4036,3948,0.23494136166108232,0.2177051603794098,-0.017236201281672525,-0.0689313975692417,-0.1732687897099871,0.0398294434421922,-5710.085956725217,0.8211752786220872
underdog <= 30%,0.7,basketball,dev,2681,2581,0.237838128022615,0.22685006260871887,-0.010988065413896131,0.0039226946121517,-0.10633061758793591,0.11951088839530948,250.55500071809047,0.6900426191398683
underdog <= 30%,0.7,basketball,holdout,158,155,0.21645546408910904,0.19354838132858276,-0.022907082760526276,0.22831973030421523,-0.3835983379158368,0.9449445606750005,834.315683999579,0.896774193548387
underdog <= 30%,0.7,basketball,all,2839,2736,0.2366267563450955,0.2249634563922882,-0.011663299952807293,0.016065650983688853,-0.09508790548264458,0.13609414863631247,1084.8706847176707,0.7017543859649122
underdog <= 30%,0.7,american_football,dev,799,708,0.24786093261926223,0.24364407360553741,-0.004216859013724816,-0.10138046935588953,-0.2734912638886227,0.07610233164574097,-2379.247837779936,0.7033898305084746
underdog <= 30%,0.7,american_football,holdout,105,99,0.22987859760119458,0.25757575035095215,0.027697152749757564,0.8096691923812448,-0.48737524183486,2.8854813831412773,1905.2468501434744,0.9191919191919192
underdog <= 30%,0.7,american_football,all,904,807,0.24565492126016844,0.24535316228866577,-0.00030175897150266917,-0.01835674826614052,-0.22987710094264135,0.21419681034794164,-474.00098763646156,0.7298636926889716
underdog <= 30%,0.7,soccer,dev,3696,3437,0.21184794509546018,0.19930171966552734,-0.012546225429932834,-0.05121789323508829,-0.1758637369223476,0.07960378736999098,-2781.776016847778,0.7631655513529241
underdog <= 30%,0.7,soccer,holdout,1669,1551,0.20653844170722999,0.19600257277488708,-0.010535868932342901,-0.07280934020101125,-0.23755178167192767,0.09975436369466578,-2100.4438104782193,0.8755641521598968
underdog <= 30%,0.7,soccer,all,5365,4988,0.21019697481575988,0.1982758641242981,-0.01192111069146179,-0.05870795389337136,-0.1575682540560845,0.04653778895093327,-4882.219827325996,0.7981154771451484
underdog <= 30%,0.7,cricket,dev,272,269,0.20172259184751715,0.2174721211194992,0.01574952927198206,0.0862507575200466,-0.3962228844216478,0.6310783222941133,352.4590895106241,0.9144981412639405
underdog <= 30%,0.7,cricket,holdout,116,115,0.1822796750003877,0.134782612323761,-0.047497062676626706,-0.5628631351528359,-0.8292862474629306,-0.1983907146702253,-873.8175910808721,0.9739130434782609
underdog <= 30%,0.7,cricket,all,388,384,0.19589984331256952,0.1927083283662796,-0.003191514946289914,-0.09245752279508626,-0.4295645734416767,0.3451271566602303,-521.3585015702481,0.9322916666666666
underdog <= 30%,0.7,baseball,dev,2417,2388,0.24853424385973522,0.24036851525306702,-0.008165728606668199,0.0459411476313619,-0.09265668457708406,0.20282300301587958,2216.9912338903723,0.97571189279732
underdog <= 30%,0.7,baseball,holdout,973,969,0.2555758338045546,0.23632611334323883,-0.01924972046131579,-0.033180258657189377,-0.3133660194755529,0.3281392412350342,-518.3078558227685,0.9814241486068112
underdog <= 30%,0.7,baseball,all,3390,3357,0.2505668028875964,0.23920166492462158,-0.011365137962974836,0.026592548042050582,-0.1115931922283187,0.16981621295973667,1698.6833780676034,0.9773607387548406
underdog <= 30%,0.7,mma_boxing,dev,284,268,0.2246620241246784,0.19589552283287048,-0.02876650129180791,0.018580241829550474,-0.3367840552362848,0.38307349031877563,103.0409748224584,0.9216417910447762
underdog <= 30%,0.7,mma_boxing,holdout,113,110,0.2355526545847004,0.2181818187236786,-0.01737083586102181,0.09060257783765341,-0.4329759081327638,0.6827444571225496,264.16483694427535,0.9181818181818182
underdog <= 30%,0.7,mma_boxing,all,397,378,0.22783125521092817,0.2023809552192688,-0.025450299991659375,0.04339790362119945,-0.25994586049341273,0.3365866065143365,367.20581176673375,0.9206349206349206
underdog <= 30%,0.7,hockey,dev,1531,1489,0.2563654668558804,0.24110141396522522,-0.015264052890655189,-0.19599141506708195,-0.33399567511392386,-0.0570004694443968,-6179.786945127082,0.9442578912021491
underdog <= 30%,0.7,hockey,all,1531,1489,0.2563654668558804,0.24110141396522522,-0.015264052890655189,-0.19599141506708195,-0.33399567511392386,-0.0570004694443968,-6179.786945127082,0.9442578912021491
underdog <= 30%,0.7,other,dev,87,78,0.21352132672491747,0.14102564752101898,-0.07249567920389849,0.17763154714472015,-0.6318517582190377,0.9889820991043655,238.6140609110308,0.7564102564102564
underdog <= 30%,0.7,other,holdout,29,29,0.12151796203748934,0.17241379618644714,0.050895834148957805,-0.6572187513855111,-0.9547453317317278,-0.08514364830540969,-264.97400657907065,1.0
underdog <= 30%,0.7,other,all,116,107,0.18858583536103507,0.14953270554542542,-0.039053129815609655,-0.015093152300681584,-0.6547503922141656,0.6683396712352326,-26.359945668039945,0.822429906542056
underdog <= 30%,0.7,ALL,dev,17939,17267,0.22885108773998197,0.2142815738916397,-0.014569513848342264,-0.04606156214187159,-0.09993651314774565,0.006937675969725165,-15848.001819617402,0.8380726240806162
underdog <= 30%,0.7,ALL,holdout,7118,6924,0.2225833616599038,0.21447139978408813,-0.00811196187581567,-0.050239181482031395,-0.13617385566966594,0.03998541517389691,-6819.250343212655,0.9055459272097054
underdog <= 30%,0.7,ALL,all,25057,24191,0.22705712571367212,0.21433590352535248,-0.012721222188319642,-0.04724342041913565,-0.09136720019654589,-0.0007696299442159421,-22667.25216283006,0.8573849778843371
favorite >= 80%,0.8,tennis,dev,3416,3339,0.8437799768609964,0.85265052318573,0.008870546324733608,0.02104017394678195,-0.0003169155038006792,0.040811793913830434,2322.0601982323387,0.9442946990116802
favorite >= 80%,0.8,tennis,holdout,2574,2528,0.8418459209460246,0.8303006291389465,-0.011545291807078084,-0.0181771113584561,-0.04420227054744263,0.00705149567386082,-1541.625180281647,0.9537183544303798
favorite >= 80%,0.8,tennis,all,5990,5867,0.8429466219346202,0.8430202603340149,7.363839939467098e-05,0.0039986524586259975,-0.012232114309895178,0.019930227454498062,780.4350179506919,0.9483552070905062
favorite >= 80%,0.8,esports,dev,2611,2548,0.8272423981754708,0.829081654548645,0.0018392563731741696,-0.008247726111403947,-0.03383312748552709,0.01753066887449705,-858.0946225392885,0.8967817896389325
favorite >= 80%,0.8,esports,holdout,1327,1306,0.8219791943546824,0.8246554136276245,0.0026762192729421486,0.006747706921969585,-0.028836162354870073,0.041852264594206004,337.0748957267837,0.9150076569678407
favorite >= 80%,0.8,esports,all,3938,3854,0.8254588630976427,0.8275817036628723,0.0021228405652296,-0.0033833737899724428,-0.025723648311417022,0.01625210347805911,-521.019726812505,0.9029579657498703
favorite >= 80%,0.8,basketball,dev,2664,2620,0.8276516361318472,0.8267175555229187,-0.0009340806089285225,-0.005687137409370851,-0.03003107994244285,0.017834884513592362,-631.2207214592817,0.816030534351145
favorite >= 80%,0.8,basketball,holdout,153,150,0.8333527235190074,0.8666666746139526,0.03331395109494528,-0.06384873479878557,-0.18063846931064267,0.058604094266462466,-332.98541926866244,0.96
favorite >= 80%,0.8,basketball,all,2817,2770,0.8279603592755562,0.8288808465003967,0.0009204872248405049,-0.008297375286400645,-0.032500555303679755,0.015902963948000462,-964.2061407279443,0.8238267148014441
favorite >= 80%,0.8,american_football,dev,787,735,0.8197374898965667,0.8170068264007568,-0.0027306634958098597,0.025354974387546348,-0.019573879131519135,0.0670205910357615,831.0945896883188,0.8340136054421768
favorite >= 80%,0.8,american_football,holdout,104,100,0.8343886297941208,0.8149999976158142,-0.019388632178306553,-0.11138710024738863,-0.26830657785079864,0.04350655941431671,-405.63308901828793,0.97
favorite >= 80%,0.8,american_football,all,891,835,0.8214921174292079,0.8167664408683777,-0.004725676560830228,0.01168207868550675,-0.033358613008816464,0.05230154521487267,425.461500670031,0.8502994011976048
favorite >= 80%,0.8,soccer,dev,3667,3353,0.8436494266368224,0.8344765901565552,-0.009172836480267232,-0.01161526503852843,-0.0356223230115307,0.010989866050568588,-1112.0481141090195,0.868774232031017
favorite >= 80%,0.8,soccer,holdout,1654,1481,0.8450222327490259,0.844699501991272,-0.00032273075775390847,-0.01788795710322547,-0.05168211642751986,0.015834303672127976,-919.9625866812219,0.9277515192437542
favorite >= 80%,0.8,soccer,all,5321,4834,0.8440700153526216,0.8376086354255676,-0.0064613799270539785,-0.01380729209695796,-0.03301198807415987,0.004382708994352187,-2032.0107007902411,0.886843194042201
favorite >= 80%,0.8,cricket,dev,263,258,0.8468417355487513,0.8449612259864807,-0.0018805095622705936,-0.03114625484146949,-0.10539303709756613,0.03704221074437588,-343.61845469648466,0.9341085271317829
favorite >= 80%,0.8,cricket,holdout,114,114,0.8648566415435389,0.9298245906829834,0.06496794913944448,0.09218837365697743,0.02639977628798409,0.1442493617736702,502.93365436073515,0.9824561403508771
favorite >= 80%,0.8,cricket,all,377,372,0.8523624325471539,0.8709677457809448,0.018605313233790888,0.00966254298500725,-0.04526984664749196,0.06212069129928484,159.3151996642505,0.9489247311827957
favorite >= 80%,0.8,baseball,dev,2397,2362,0.8200490792154963,0.819221019744873,-0.0008280594706232547,0.005537556295888709,-0.022032814442119568,0.03444477305354835,468.50328564655035,0.9949195596951735
favorite >= 80%,0.8,baseball,holdout,971,965,0.8171241076807901,0.822797954082489,0.005673846401698879,0.011149728992379987,-0.036846342571187685,0.05759473057886256,264.73722145150293,0.9979274611398964
favorite >= 80%,0.8,baseball,all,3368,3327,0.819200688012914,0.8202584981918335,0.0010578101789194827,0.0067674249081688485,-0.01888776013553228,0.031043328091904555,733.2405070980535,0.9957920048091373
favorite >= 80%,0.8,mma_boxing,dev,280,238,0.8291427637098217,0.848739504814148,0.0195967411043263,0.03674588998699169,-0.03984741295142004,0.1066549367071619,363.77870561324136,0.9453781512605042
favorite >= 80%,0.8,mma_boxing,holdout,113,102,0.835459278494704,0.813725471496582,-0.021733806998121996,0.015611870296344754,-0.09464109178570264,0.1063276840425094,63.88188578516994,0.9705882352941176
favorite >= 80%,0.8,mma_boxing,all,393,340,0.8310377181452864,0.8382353186607361,0.007197600515449709,0.030565247940111624,-0.033526465924903937,0.08773941699880981,427.66059139841116,0.9529411764705882
favorite >= 80%,0.8,hockey,dev,1524,1502,0.825701892792623,0.8182423710823059,-0.007459521710317052,0.0033809793003510224,-0.03162118132710242,0.034972953775899686,165.96733463800803,0.9826897470039947
favorite >= 80%,0.8,hockey,all,1524,1502,0.825701892792623,0.8182423710823059,-0.007459521710317052,0.0033809793003510224,-0.03162118132710242,0.034972953775899686,165.96733463800803,0.9826897470039947
favorite >= 80%,0.8,other,dev,87,75,0.8350639184315999,0.9066666960716248,0.07160277764002487,0.08448685740578166,-0.040936588042314995,0.18990733206393237,230.85418282495743,0.8533333333333334
favorite >= 80%,0.8,other,all,110,98,0.8364233096339264,0.8673469424247742,0.030923632790847755,0.015300467760983512,-0.12087768579238806,0.12511588474279295,55.80451054255603,0.8877551020408163
favorite >= 80%,0.8,ALL,dev,17696,17030,0.8326786230206139,0.832413375377655,-0.0002652476429588768,0.002351292507805279,-0.007954686468128191,0.012616150625606783,1437.2763838393416,0.9076923076923077
favorite >= 80%,0.8,ALL,holdout,7033,6769,0.8351729904126868,0.8329886198043823,-0.0021843706083044534,-0.009625113178491882,-0.025555132637106744,0.006016095273422763,-2206.6282902080297,0.9481459595213473
favorite >= 80%,0.8,ALL,all,24729,23799,0.833388080261546,0.8325769901275635,-0.0008110901339825061,-0.0009153196115790494,-0.009198657754012846,0.00823764454005531,-769.3519063686875,0.9191982856422539
underdog <= 20%,0.8,tennis,dev,3487,3446,0.14934328987482867,0.1350841522216797,-0.014259137653148984,-0.10077384778159865,-0.2816820623074173,0.09402510244758408,-5058.245490430399,0.951247823563552
underdog <= 20%,0.8,tennis,holdout,2602,2571,0.1495436231854025,0.14838583767414093,-0.0011577855112615831,-0.16192669855963712,-0.3152041333917843,0.005658824571217996,-7883.902481541103,0.9607156748346947
underdog <= 20%,0.8,tennis,all,6089,6017,0.14942889016425617,0.14076782763004303,-0.008661062534213143,-0.13088460665190776,-0.2499803383880802,-0.008145116354375002,-12942.147971971499,0.9552933355492771
underdog <= 20%,0.8,esports,dev,2680,2628,0.16308007973549807,0.14573819935321808,-0.01734188038227999,-0.09509244927926067,-0.25847321052255345,0.09122974788807425,-4290.912945493577,0.9162861491628614
underdog <= 20%,0.8,esports,holdout,1351,1345,0.17016007739411784,0.1568773239850998,-0.01328275340901805,-0.10215224385732666,-0.29419872240305106,0.11626517410005642,-2474.266137540795,0.9234200743494424
underdog <= 20%,0.8,esports,all,4031,3973,0.16547690753586142,0.14950919151306152,-0.015967716022799894,-0.09755835073797302,-0.22838299512918342,0.04425470160936916,-6765.179083034373,0.9187012333249434
underdog <= 20%,0.8,basketball,dev,2678,2607,0.1695817773639234,0.1568853110074997,-0.012696466356423713,-0.057748677032938955,-0.19291262230107042,0.0870197109701034,-3203.251112675676,0.8431146912159571
underdog <= 20%,0.8,basketball,holdout,158,155,0.15654559152260902,0.1225806474685669,-0.03396494405404213,0.061278351602255005,-0.6928059383149612,1.1198715051306358,166.16579971130693,0.9741935483870968
underdog <= 20%,0.8,basketball,all,2836,2762,0.1688502028507432,0.15496017038822174,-0.013890032462521462,-0.05220110598629422,-0.1928347043304405,0.08864806685238096,-3037.0853129643683,0.8504706734250543
underdog <= 20%,0.8,american_football,dev,794,729,0.17150588771721173,0.15706446766853333,-0.014441420048678405,-0.1365867372149835,-0.36372717613577515,0.09866022038519125,-2485.687728502706,0.8724279835390947
underdog <= 20%,0.8,american_football,holdout,105,99,0.16209785207503974,0.15656565129756927,-0.005532200777470464,0.9429061781623241,-0.5895982727844615,3.08200378617626,2017.5913481878001,0.9797979797979798
underdog <= 20%,0.8,american_football,all,899,828,0.17038101389043028,0.15700483322143555,-0.013376180668994736,-0.023015442873736757,-0.29160411754576515,0.3017520360061016,-468.096380314906,0.8852657004830918
underdog <= 20%,0.8,soccer,dev,3692,3527,0.15160601543709382,0.1519705206155777,0.00036450517848388153,0.015928062077105138,-0.1476992736277321,0.19379074630574458,709.1027213135426,0.888006804649844
underdog <= 20%,0.8,soccer,holdout,1672,1568,0.14837469266436826,0.1339285671710968,-0.014446125493271456,-0.28913077384315244,-0.458179048929317,-0.1090602531349426,-7307.335055353829,0.9394132653061225
underdog <= 20%,0.8,soccer,all,5364,5095,0.15061156713333843,0.14641804993152618,-0.004193517201812241,-0.09454064898688122,-0.21620317044440268,0.02947468396527195,-6598.232334040287,0.9038272816486752
underdog <= 20%,0.8,cricket,dev,271,268,0.14384779296754582,0.1492537260055542,0.005405933038008376,-0.0803653958384076,-0.5707382621444332,0.5373575098272211,-284.4564762018357,0.9402985074626866
underdog <= 20%,0.8,cricket,holdout,115,114,0.13284485169539326,0.07017543911933899,-0.06266941257605427,-0.23930888759721744,-0.7970636028802683,0.47337752583720594,-318.616482569004,0.9824561403508771
underdog <= 20%,0.8,cricket,all,386,382,0.14056419269261022,0.1256544440984726,-0.014909748594137628,-0.1238103365705264,-0.5290982070867597,0.3978887277943147,-603.0729587708394,0.9528795811518325
underdog <= 20%,0.8,baseball,dev,2415,2394,0.16535659485997253,0.15329991281032562,-0.01205668204964691,-0.06216376361337723,-0.24854438709516344,0.14856480142080025,-2297.248153542615,0.9958228905597326
underdog <= 20%,0.8,baseball,holdout,974,973,0.1725551454552075,0.16649536788463593,-0.006059777570571578,0.013703009402578408,-0.35556671770772674,0.473429491165687,167.89769145003288,0.998972250770812
underdog <= 20%,0.8,baseball,all,3389,3367,0.16743684128978056,0.15711314976215363,-0.010323691527626938,-0.04327297802774849,-0.21310044364030628,0.14614928643815475,-2129.3504620925814,0.9967329967329968
underdog <= 20%,0.8,mma_boxing,dev,283,275,0.1397672641006383,0.13090908527374268,-0.00885817882689563,0.026552749901990066,-0.4367800620725993,0.5634005258339836,115.8355978342488,0.9672727272727273
underdog <= 20%,0.8,mma_boxing,holdout,113,112,0.15462198828546597,0.1607142835855484,0.006092295300082429,-0.4386231850895136,-0.7836274777786623,0.03156826539165287,-920.3653190725297,0.9642857142857143
underdog <= 20%,0.8,mma_boxing,all,396,387,0.14406630572518792,0.13953489065170288,-0.0045314150734850345,-0.12452524442810223,-0.48060563093335756,0.2632296051077019,-804.5297212382803,0.9664082687338501
underdog <= 20%,0.8,hockey,dev,1531,1502,0.15885691977116576,0.15446071326732635,-0.0043962065038394005,0.04435727816948784,-0.17459761331102558,0.27447576942254664,972.4427799132957,0.988681757656458
underdog <= 20%,0.8,hockey,all,1531,1502,0.15885691977116576,0.15446071326732635,-0.0043962065038394005,0.04435727816948784,-0.17459761331102558,0.27447576942254664,972.4427799132957,0.988681757656458
underdog <= 20%,0.8,other,dev,87,79,0.16938473835964746,0.10126582533121109,-0.06811891302843637,-0.658627996532601,-0.9693520858598536,-0.16144631130088244,-760.366352692303,0.8987341772151899
underdog <= 20%,0.8,other,holdout,29,29,0.0983977935694415,0.1034482792019844,0.0050504856325429,-0.11943879930131321,-1.0,0.9375516253847611,-62.753337965446796,1.0
underdog <= 20%,0.8,other,all,116,108,0.15032342911042548,0.10185185074806213,-0.04847157836236335,-0.48998960219963716,-0.8824238175031842,0.027018585568549202,-823.11969065775,0.9259259259259259
underdog <= 20%,0.8,ALL,dev,17918,17455,0.15868740823249666,0.14843884110450745,-0.010248567127989217,-0.05892156222430867,-0.12593716329996038,0.00986298651508712,-16582.787160478023,0.9229447149813806
underdog <= 20%,0.8,ALL,holdout,7119,6966,0.15640502437074344,0.14757393300533295,-0.008831091365410493,-0.13934332497010984,-0.23504448497925595,-0.028675636371718348,-16615.583974693567,0.9552110249784669
underdog <= 20%,0.8,ALL,all,25037,24421,0.1580363666706862,0.1481921225786209,-0.009844244092065302,-0.08285499144485907,-0.13861739330235848,-0.025907530759340214,-33198.37113517159,0.9321485606650014
favorite >= 85%,0.85,tennis,dev,3413,3311,0.8787323649656517,0.8822107911109924,0.003478426145340774,0.005555529723705753,-0.01252978090976233,0.024054949179410985,639.5585021531911,0.9601328903654485
favorite >= 85%,0.85,tennis,holdout,2571,2509,0.8765770184798942,0.8726584315299988,-0.003918586949895442,-0.01725652766824644,-0.04006006524123049,0.004331517559359376,-1497.3194697198837,0.9677162216022319
favorite >= 85%,0.85,tennis,all,5984,5820,0.8778031958363105,0.8780927658081055,0.00028956997179496735,-0.004248668518676056,-0.01913250091283693,0.009548581622337196,-857.7609675666931,0.9634020618556701
favorite >= 85%,0.85,esports,dev,2609,2549,0.8663730787010275,0.8699489831924438,0.003575904491416315,-0.01030174028537605,-0.031110277005759784,0.011492157264311395,-1115.6090315228305,0.9352687328364064
favorite >= 85%,0.85,esports,holdout,1325,1304,0.8631795656644493,0.8696318864822388,0.006452320817789459,0.0026056258902317597,-0.027726648543578574,0.0314518679705798,128.26906045156562,0.9470858895705522
favorite >= 85%,0.85,esports,all,3934,3853,0.8652922738736987,0.8698416948318481,0.004549420958149475,-0.0062679897155733175,-0.02380125849548202,0.010958456104683269,-987.3399710712649,0.9392681027770569
favorite >= 85%,0.85,basketball,dev,2663,2622,0.8666398865202745,0.859649121761322,-0.006990764758952439,-0.011543607225917353,-0.03378227093270504,0.01015552534739184,-1326.3669934491168,0.8901601830663616
favorite >= 85%,0.85,basketball,holdout,153,152,0.8688670820311496,0.9013158082962036,0.03244872626505402,0.03147139487378573,-0.06174658447377089,0.10577000014239545,168.26210873054393,0.9671052631578947
