scope,games,avg_fav_price,fav_win_rate,gap_win_minus_price,roi_no_fee_no_slip,roi_no_fee_ci,roi_actual_fee_1c,roi_5pct_fee_1c,roi_5pct_ci,pnl_$100_per_game_actual_fee,fav_roi_at_ask_actual_fee,fav_unfilled,fav_proxy_stake_usd,fav_full_100_fills,fav_partial_proxy_roi,fav_at_ask_ci,underdog_roi_at_ask_actual_fee,dog_unfilled,underdog_at_ask_ci
ALL,14797,0.6281356296901904,0.6195174697573832,-0.008618159932807234,-0.015575744868945198,-0.029..-0.002,-0.0379276986142783,-0.048690376469978355,-0.061..-0.036,-56121.6156395476,-0.030446324633443177,355,613085.6507164675,4053,-0.03177580865627008,-0.043..-0.018,-0.00481380026470974,470,-0.032..+0.025
