sport,pt,fills,games,usd,capital_usd,avg_price,won_pct,edge_pts,roi,ci_lo,ci_hi
cricket,75,10830,562,1504125.5,1513349.75,0.7511491775512695,0.750210165977478,-0.0009390115737915039,-0.007356397828573577,-0.10835686782157124,0.08532534830911878
cricket,76,7769,528,1263687.75,1271675.5,0.7617798447608948,0.7506886124610901,-0.011091232299804688,-0.020624760438642066,-0.11801172667393064,0.06727016561077107
cricket,77,8617,532,1334224.0,1342167.75,0.7714887261390686,0.7682678699493408,-0.003220856189727783,-0.010083834604498153,-0.11707000933087612,0.08771469609772607
cricket,78,9839,549,1408067.625,1416007.75,0.7816015481948853,0.7596611380577087,-0.021940410137176514,-0.0337064047253218,-0.14168609476930843,0.06222965923244968
cricket,79,7524,531,1586659.375,1595018.75,0.791836142539978,0.8168722987174988,0.025036156177520752,0.02615899974078435,-0.059274316039376114,0.09562097130762004
cricket,80,9817,558,1844667.25,1854652.25,0.8011667728424072,0.8531279563903809,0.05196118354797363,0.05925990995423172,-0.018791523358872082,0.11999698513645687
cricket,81,7631,522,1568795.0,1577251.25,0.8116078972816467,0.8559979796409607,0.044390082359313965,0.04905210507877168,-0.027229252109823746,0.11376676942702672
cricket,82,8287,545,1467924.5,1475068.125,0.8215132355690002,0.8508400917053223,0.02932685613632202,0.03080206302409943,-0.0479986495300285,0.09908960058380473
cricket,83,7460,524,1268430.25,1274156.5,0.8317756056785583,0.8226602077484131,-0.009115397930145264,-0.01527505085549294,-0.09030901438246271,0.058450910080881685
cricket,84,8811,541,1749409.5,1756793.25,0.8419954180717468,0.8410447835922241,-0.0009506344795227051,-0.0053067482138354815,-0.09853524220191831,0.07539924870281575
cricket,85,8242,556,1544516.75,1550471.5,0.8515399694442749,0.8411660194396973,-0.010373950004577637,-0.016007239108921628,-0.1177210202670528,0.0647995922100693
cricket,86,7331,516,1485555.75,1491481.625,0.8625122308731079,0.8793195486068726,0.01680731773376465,0.015326508493364865,-0.05288182931494805,0.07050674388361404
cricket,87,8396,524,1812107.625,1817965.75,0.8716610670089722,0.9274723529815674,0.055811285972595215,0.06062954484946193,0.021539166498842712,0.09278551742902567
cricket,88,8767,530,2231632.5,2238516.5,0.8816189765930176,0.9273262023925781,0.04570722579956055,0.048667101153168336,0.0001970148006624022,0.08579749287755738
cricket,89,7640,526,1978252.5,1984085.25,0.89173424243927,0.9302853941917419,0.038551151752471924,0.04017659133190234,-0.010811415247765603,0.07845785715611084
cricket,90,10993,569,2203258.25,2208722.75,0.9023958444595337,0.910624086856842,0.00822824239730835,0.006597275341839588,-0.0490203374177611,0.055332650366406486
cricket,91,5828,506,1775817.5,1779519.0,0.9121845364570618,0.8736238479614258,-0.038560688495635986,-0.04406918448315977,-0.13456972326835273,0.032927964370731644
cricket,92,7531,541,1911901.625,1915371.0,0.9222222566604614,0.9176132678985596,-0.0046089887619018555,-0.0067913846296321235,-0.08758925020185636,0.05142148203498536
