scope,games,avg_fav_price,fav_win_rate,gap_win_minus_price,roi_no_fee_no_slip,roi_no_fee_ci,roi_actual_fee_1c,roi_5pct_fee_1c,roi_5pct_ci,pnl_$100_per_game_actual_fee,fav_roi_at_ask_actual_fee,fav_unfilled,fav_proxy_stake_usd,fav_full_100_fills,fav_partial_proxy_roi,fav_at_ask_ci,underdog_roi_at_ask_actual_fee,dog_unfilled,underdog_at_ask_ci
ALL,32260,0.6303925364409362,0.6134531928084315,-0.01693934363250471,-0.018219741155049898,-0.028..-0.009,-0.04225963745304314,-0.0518385337225761,-0.061..-0.043,-136329.59042351716,-0.03287708072044249,2381,1178689.6869396162,7529,-0.035597708752084685,-0.042..-0.023,0.03705036904256191,3228,+0.018..+0.057
